2024-12-10 02:36:21,191 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5004的日志回应
2024-12-10 02:36:21,191 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5004接收成功
2024-12-10 02:36:21,192 nioEventLoopGroup-28-1  WARN [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:338] - 127.0.0.1:5000:127.0.0.1:5004还未同步到最新的日志
2024-12-10 02:36:21,198 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:21,201 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5004追加日志
2024-12-10 02:36:21,206 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:275] - 127.0.0.1:5004: FOLLOWER提交日志
2024-12-10 02:36:21,214 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5004的日志回应
2024-12-10 02:36:21,214 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5004接收成功
2024-12-10 02:36:21,293 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:235] - 127.0.0.1:5003: FOLLOWER提交日志
2024-12-10 02:36:21,295 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:235] - 127.0.0.1:5002: FOLLOWER提交日志
2024-12-10 02:36:21,297 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:235] - 127.0.0.1:5001: FOLLOWER提交日志
